canonical_ar,english,frequency_class,corpus_share_pct,slot1_person_pct,slot2_father_pct,slot3_grandfather_pct,slot4_ancestor_pct,slot5_family_pct,slot6_clan_pct
فريذ,Fryz,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
النبيى,ElNbya,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
رابد,Rabd,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
دانبال,Danbal,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
متحات,Mthat,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
نتعتى,Ntata,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
ابونور الدين,Abwnwreldin,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
أبو الغاوى,Abou ElGhawa,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
عريفى,Aryfa,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
السكن,ElSkn,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
العبون,ElAbwn,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
ثواب,Thwab,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
تاوضريوس,Tawdryws,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
واق,Wak,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
فبرون,Fbrwn,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
بوب,Bwb,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
الملودى,ElMlwda,r,0.0,0.0,0.0,0.0,0.0,100.0,0.0
ماكى,Maka,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
ىعبدالتواب,Aabdaltwab,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
الحاففظ,ElHaffz,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
برائل,Brael,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
رومني,Rwmny,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
سمرنا,Smrna,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
عالعظيم,Aalazym,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
أبو غدي,Abou Ghdy,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
صمئيل,Smeyl,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
ااثناسيوس,Aathnasyws,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
سسنوت,Ssnwt,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
عرقه,Arkh,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
انجلكه,Anglkh,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
فرحج,Frhg,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
نجيبل,Ngybl,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
كقبل,Kkbl,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
قاوشتي,Kawshty,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
فيهيم,Fyhym,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
الحاقط,ElHakt,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
رومانيجا,Rwmanyga,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
واطسن,Watsn,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
قوطين,Kwtyn,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
ولايد,Wlayd,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
سبركس,Sbrks,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
نياذ,Nyaz,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
غرغلي,Ghrghly,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
أبو سيت,Abou Syt,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
حسانسن,Hsansn,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
الدرمداش,ElDrmdash,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
ايواب,Aywab,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
نتعية,Ntaya,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
غدبر,Ghdbr,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
مرحبا,Mrhba,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
دريوش,Drywsh,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
قنعه,Knah,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
بلاد,Blad,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
تاح,Tah,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
ناوضروس,Nawdrws,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
مهرايئل,Mhrayel,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
أوستينة,Awstyna,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
حمدبة,Hmdba,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
مهتى,Mhta,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
عتمنى,Atmna,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
سيم,Sym,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
صوموئيل,Swmweyl,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
زتخر,Ztkhr,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
خريمه,Khrymh,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
واكيم,Wakym,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
كبرلس,Kbrls,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
تادى,Tada,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
فارووق,Farwwk,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
نلرمين,Nlrmyn,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
فاىز,Faaz,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
نولرهان,Nwlrhan,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
شراري,Shrary,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
غتريض,Ghtryd,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
فربسيس,Frbsys,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
ذمحمد,Zmhmd,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
ذحسين,Zhsyn,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
المعزيز,ElMazyz,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
قصاوى,Ksawa,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
عثنان,Athnan,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
منقربوس,Mnkrbws,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
رانب,Ranb,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
عبدالمبدئى,AbdelAlmbdea,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
عبدااه,AbdelAah,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
أإحمد,Aehmd,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
صعد الله,Sadallah,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
اباتوب,Abatwb,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
فرغبى,Frghba,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
سدرك,Sdrk,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
استماري,Astmary,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
نفلى,Nfla,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
شوقئ,Shwke,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
مستينا,Mstyna,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
سموتى,Smwta,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
كاتربن,Katrbn,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
الريف,ElRyf,r,0.0,0.0,0.0,0.0,0.0,0.0,100.0
سبلمان,Sblman,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
الحنيد,ElHnyd,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
زهزي,Zhzy,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
اسع,Asa,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
تهماى,Thmaa,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
بهرمان,Bhrman,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
الفيظ,ElFyz,r,0.0,0.0,0.0,0.0,0.0,100.0,0.0
سناددة,Snadda,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
رحماء,Rhmaa,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
حاشر,Hashr,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
هتا,Hta,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
عبدالمولاه,AbdelAlmwlah,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
سلسبيسل,Slsbysl,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
ركريا,Rkrya,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
حانمد,Hanmd,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
بطحية,Bthya,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
عزث,Azth,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
درمللي,Drmlly,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
ستون,Stwn,r,0.0,0.0,0.0,0.0,0.0,100.0,0.0
باثلاث,Bathlath,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
بشربن,Bshrbn,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
جزنان,Gznan,r,0.0,0.0,0.0,0.0,0.0,0.0,100.0
مغرم,Mghrm,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
سوازان,Swazan,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
لاناء,Lanaa,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
سياعى,Syaaa,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
صداقه,Sdakh,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
امبايى,Ambaya,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
غفاف,Ghfaf,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
مصالحى,Msalha,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
ديقيد,Dykyd,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
كيراس,Kyras,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
مارقوريوس,Markwryws,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
الغليم,ElGhlym,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
حسنسن,Hsnsn,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
طتطاوى,Tttawa,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
غطريقى,Ghtryka,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
الزمخشرى,ElZmkhshra,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
برهجى,Brhga,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
شركيس,Shrkys,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
جورح,Gwrh,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
العدرى,ElAdra,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
رتيال,Rtyal,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
فارويز,Farwyz,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
أبو حبين,Abou Hbyn,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
عئمان,Aeman,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
ميخايل,Mykhayl,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
يحمد,Yhmd,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
فلتة,Flta,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
خفادى,Khfada,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
بهريجي,Bhrygy,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
عاالرحيم,Aaalrhym,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
نناو,Nnaw,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
بازلى,Bazla,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
جوجلى,Gwgla,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
الحل,ElHl,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
زاق,Zak,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
الديبن,ElDybn,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
احلان,Ahlan,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
لاشول,Lashwl,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
إمشيل,Emshyl,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
جدوه,Gdwh,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
عبدالغنيذ,AbdelAlghnyz,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
أبو دهيبة,Abou Dhyba,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
الجفيظ,ElGfyz,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
رزاح,Rzah,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
دهابيى,Dhabya,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
هشوم,Hshwm,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
الذعنى,ElZana,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
عبدالؤف,AbdelAlof,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
عظامى,Azama,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
فاهيم,Fahym,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
أبو الرشيد,Abou ElRshyd,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
عبدالرراق,AbdelAlrrak,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
دكشه,Dkshh,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
يومنه,Ywmnh,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
ذاسماعيل,Zasmaayl,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
دقرش,Dkrsh,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
ياقوص,Yakws,r,0.0,0.0,0.0,0.0,0.0,100.0,0.0
حجوب,Hgwb,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
فبصل,Fbsl,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
سلسبييل,Slsbyyl,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
خلليل,Khllyl,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
عايوه,Aaywh,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
ذخضر,Zkhdr,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
فندرى,Fndra,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
فادبه,Fadbh,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
أبو شاى,Abou Shaa,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
عبدابغنى,AbdelAbghna,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
الراهوف,ElRahwf,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
العزاتلى,ElAzatla,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
شبد,Shbd,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
اختوخ,Akhtwkh,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
ولبد,Wlbd,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
عدللى,Adlla,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
قزمالن,Kzmaln,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
تاودوس,Tawdws,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
غنور,Ghnwr,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
التاصر,ElTasr,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
صدسق,Sdsk,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
ابسجيرون,Absgyrwn,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
لوبيانه,Lwbyanh,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
جععفر,Gaafr,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
مضعوط,Mdawt,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
سهبر,Shbr,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
ودسع,Wdsa,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
عاددل,Aaddl,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
بوسطنجى,Bwstnga,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
لذيذ,Lzyz,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
عثمانت,Athmant,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
رويثد,Rwythd,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
فرحن,Frhn,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
المؤلد,ElMold,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
وجلع,Wgla,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
شهور,Shhwr,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
عقبلى,Akbla,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
المهمين,ElMhmyn,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
ورين,Wryn,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
صبية,Sbya,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
منهود,Mnhwd,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
عرض,Ard,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
خايفة,Khayfa,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
الؤف,ElOf,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
تبوت,Tbwt,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
رؤيشد,Royshd,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
عبدالنظيرا,AbdelAlnzyra,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
أبسميس,Absmys,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
عممران,Ammran,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
اظاهر,Azahr,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
باطح,Bath,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
سعوى,Sawa,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
أبو طعمه,Abou Tamh,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
أبو العواض,Abou ElAwad,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
هبام,Hbam,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
انبياء,Anbyaa,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
افراى,Afraa,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
فلضل,Fldl,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
ترفيق,Trfyk,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
عبدالصور,AbdelAlswr,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
الحسيتنى,ElHsytna,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
ياسينا,Yasyna,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
كيولن,Kywln,r,0.0,0.0,0.0,0.0,0.0,100.0,0.0
عثمات,Athmat,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
ءاية,Aaya,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
ثلجة,Thlga,r,0.0,0.0,0.0,0.0,0.0,100.0,0.0
زمرج,Zmrg,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
لندن,Lndn,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
عثمانى,Athmana,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
المعمدانى,ElMamdana,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
افدوكية,Afdwkya,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
فكرة,Fkra,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
لنور,Lnwr,r,0.0,0.0,0.0,0.0,0.0,100.0,0.0
حندوج,Hndwg,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
بوسكات,Bwskat,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
الربو,ElRbw,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
مقيول,Mkywl,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
رشوي,Rshwy,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
أبو سيرين,Abou Syryn,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
ببيبش,Bbybsh,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
سمبعه,Smbah,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
أبو البحسن,Abou ElBhsn,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
خبيط,Khbyt,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
عليلن,Alyln,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
التهوهى,ElThwha,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
قصاد,Ksad,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
الذرقي,ElZrky,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
قراشي,Krashy,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
نجوة,Ngwa,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
قناي,Knay,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
هويش,Hwysh,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
ستاور,Stawr,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
الموجوده,ElMwgwdh,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
اكلمنضس,Aklmnds,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
جحاجى,Ghaga,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
االصغير,Aalsghyr,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
مناور,Mnawr,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
معكش,Maksh,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
أبو ريالات,Abou Ryalat,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
عطيتوعبدالعزيزعويد,Atytwabdalazyzawyd,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
شبياني,Shbyany,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
ناادر,Naadr,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
روية,Rwya,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
المخلصى,ElMkhlsa,r,0.0,0.0,0.0,0.0,0.0,100.0,0.0
طينوس,Tynws,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
روقاايل,Rwkaayl,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
أبو صبيرة,Abou Sbyra,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
عطاس,Atas,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
بعبدالنبى,Babdalnba,r,0.0,0.0,0.0,0.0,0.0,100.0,0.0
أبو الجد,Abou ElGd,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
الشزلي,ElShzly,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
هوجى,Hwga,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
العبدطه,ElAbdth,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
جهلانى,Ghlana,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
سيباق,Sybak,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
عنام,Anam,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
حصرف,Hsrf,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
الماك,ElMak,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
منهصر,Mnhsr,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
النواهض,ElNwahd,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
سميرالنجارعلى,Smyralngarala,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
فبرونا,Fbrwna,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
مناسم,Mnasm,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
عبن,Abn,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
بناتة,Bnata,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
خريز,Khryz,r,0.0,0.0,0.0,0.0,0.0,100.0,0.0
لوما,Lwma,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
ميساس,Mysas,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
مكسسيموس,Mkssymws,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
ابسخررون,Abskhrrwn,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
بشون,Bshwn,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
نابو,Nabw,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
حصاد,Hsad,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
اتبسخرون,Atbskhrwn,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
ءعبدالقادر,Aabdalkadr,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
ماشا الله,Mashaallah,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
رافعت,Rafat,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
سمراج,Smrag,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
عريي,Aryy,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
حنود,Hnwd,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
نغيان,Nghyan,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
كوليب,Kwlyb,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
الحججاج,ElHggag,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
برئام,Bream,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
ايسنت,Aysnt,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
دوار,Dwar,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
سلوك,Slwk,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
قناوة,Knawa,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
لزوم,Lzwm,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
ناويلى,Nawyla,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
الخلاخيل,ElKhlakhyl,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
ايرب,Ayrb,r,0.0,0.0,0.0,0.0,0.0,100.0,0.0
حمية الله,Hmyaallah,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
ضيفية,Dyfya,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
حنات,Hnat,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
الطياب,ElTyab,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
أبو الوفاعلي,Abou ElWfaaly,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
المومن,ElMwmn,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
