canonical_ar,english,frequency_class,corpus_share_pct,slot1_person_pct,slot2_father_pct,slot3_grandfather_pct,slot4_ancestor_pct,slot5_family_pct,slot6_clan_pct
أهويمل,Ahwyml,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
نطام,Ntam,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
شبخ,Shbkh,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
رعون,Rawn,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
الاورفله,ElAwrflh,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
القائم,ElKaem,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
تنزين,Tnzyn,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
سعيدت,Saydt,r,0.0,0.0,0.0,0.0,0.0,100.0,0.0
ميربت,Myrbt,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
غيريال,Ghyryal,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
الدوق,ElDwk,r,0.0,0.0,0.0,0.0,0.0,100.0,0.0
معصتم,Mastm,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
العكله,ElAklh,r,0.0,0.0,0.0,0.0,0.0,100.0,0.0
شعيع,Shaya,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
الخروجى,ElKhrwga,r,0.0,0.0,0.0,0.0,0.0,100.0,0.0
الفضاقى,ElFdaka,r,0.0,0.0,0.0,0.0,0.0,0.0,100.0
الهربس,ElHrbs,r,0.0,0.0,0.0,0.0,0.0,100.0,0.0
الشافعيى,ElShafaya,r,0.0,0.0,0.0,0.0,0.0,100.0,0.0
جراحه,Grahh,r,0.0,0.0,0.0,0.0,0.0,0.0,100.0
طاومى,Tawma,r,0.0,0.0,0.0,0.0,0.0,100.0,0.0
النجشونجى,ElNgshwnga,r,0.0,0.0,0.0,0.0,0.0,100.0,0.0
بهجوة,Bhgwa,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
البطريقى,ElBtryka,r,0.0,0.0,0.0,0.0,0.0,100.0,0.0
شينه,Shynh,r,0.0,0.0,0.0,0.0,0.0,100.0,0.0
ابلااهيم,Ablaahym,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
هاجرعمارعثمان,Hagramarathman,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
فرودس,Frwds,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
معيفل,Mayfl,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
وحجاج,Whgag,r,0.0,0.0,0.0,0.0,0.0,100.0,0.0
محيسى,Mhysa,r,0.0,0.0,0.0,0.0,0.0,100.0,0.0
موحده,Mwhdh,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
ذنكل,Znkl,r,0.0,0.0,0.0,0.0,0.0,100.0,0.0
كرميت,Krmyt,r,0.0,0.0,0.0,0.0,0.0,0.0,100.0
الزقح,ElZkh,r,0.0,0.0,0.0,0.0,0.0,100.0,0.0
قزمك,Kzmk,r,0.0,0.0,0.0,0.0,0.0,0.0,100.0
حليمو,Hlymw,r,0.0,0.0,0.0,0.0,0.0,0.0,100.0
جونيل,Gwnyl,r,0.0,0.0,0.0,0.0,0.0,100.0,0.0
مصفر,Msfr,r,0.0,0.0,0.0,0.0,0.0,100.0,0.0
نليه,Nlyh,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
حطيمه,Htymh,r,0.0,0.0,0.0,0.0,0.0,100.0,0.0
رهد,Rhd,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
أبو ثريا,Abou Thrya,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
قرقص,Krks,r,0.0,0.0,0.0,0.0,0.0,100.0,0.0
طنوش,Tnwsh,r,0.0,0.0,0.0,0.0,0.0,100.0,0.0
داهشى,Dahsha,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
غلبان,Ghlban,r,0.0,0.0,0.0,0.0,0.0,0.0,100.0
لوبيده,Lwbydh,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
أبو كبسه,Abou Kbsh,r,0.0,0.0,0.0,0.0,0.0,0.0,100.0
أبو العجرو,Abou ElAgrw,r,0.0,0.0,0.0,0.0,0.0,100.0,0.0
عجمر,Agmr,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
الهتشى,ElHtsha,r,0.0,0.0,0.0,0.0,0.0,100.0,0.0
الاسرح,ElAsrh,r,0.0,0.0,0.0,0.0,0.0,0.0,100.0
طوطه,Twth,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
نارد,Nard,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
عبيش,Abysh,r,0.0,0.0,0.0,0.0,0.0,0.0,100.0
تمانى,Tmana,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
أبو هيره,Abou Hyrh,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
عفوشه,Afwshh,r,0.0,0.0,0.0,0.0,0.0,100.0,0.0
جوكرنا,Gwkrna,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
وضحه,Wdhh,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
علطف,Altf,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
الفذافي,ElFzafy,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
لييب,Lyyb,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
وعيب,Wayb,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
محمحود,Mhmhwd,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
رببيع,Rbbya,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
عزوزه,Azwzh,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
طعت,Tat,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
نونيال,Nwnyal,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
نبفين,Nbfyn,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
أبو الجديان,Abou ElGdyan,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
اجادالكريم,Agadalkrym,r,0.0,0.0,0.0,0.0,0.0,0.0,100.0
رفعث,Rfath,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
لفاء,Lfaa,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
ظهلرى,Zhlra,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
عطتيه,Attyh,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
سميس,Smys,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
راششد,Rashshd,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
حجرجس,Hgrgs,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
معتدى,Matda,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
دعء,Daa,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
عزابلى,Azabla,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
ماجح,Magh,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
الفطر,ElFtr,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
يبهاء,Ybhaa,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
تاحمد,Tahmd,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
الاصر,ElAsr,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
دسوققى,Dswkka,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
عشش,Ashsh,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
كلمياء,Klmyaa,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
جملان,Gmlan,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
أبو اللبل,Abou ElLbl,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
تلاقى,Tlaka,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
حموتو,Hmwtw,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
أبو الحمدابو,Abou ElHmdabw,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
تحتو,Thtw,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
ربيبعى,Rbybaa,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
الرهب,ElRhb,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
ورحانى,Wrhana,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
طرايفى,Trayfa,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
اياؤ,Ayao,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
اللدرزق,ElLdrzk,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
توماص,Twmas,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
عسرا,Asra,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
جاكين,Gakyn,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
رضينه,Rdynh,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
لصغى,Lsgha,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
طلت,Tlt,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
مايثو,Maythw,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
يكل,Ykl,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
وزرى,Wzra,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
مرقى,Mrka,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
نرى,Nra,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
انراوس,Anraws,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
فكسيموس,Fksymws,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
اسايح,Asayh,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
باقة,Baka,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
متنيره,Mtnyrh,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
ههلى,Hhla,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
ياسمي,Yasmy,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
عام,Aam,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
سوينتى,Swynta,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
برهات,Brhat,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
معربى,Marba,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
عزلى,Azla,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
جمزه,Gmzh,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
بدروى,Bdrwa,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
القدوي,ElKdwy,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
ملارك,Mlark,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
سايرس,Sayrs,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
ايرانى,Ayrana,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
دولايجى,Dwlayga,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
الراضة,ElRada,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
خرنيطه,Khrnyth,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
فاتين,Fatyn,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
كروفى,Krwfa,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
شئس,Shes,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
بلالى,Blala,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
نورح,Nwrh,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
اسرائ,Asrae,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
اثلاديوس,Athladyws,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
صدريق,Sdryk,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
صاة,Saa,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
ناعى,Naaa,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
نعملت,Namlt,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
منقرقوس,Mnkrkws,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
شاريم,Sharym,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
فتس,Fts,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
مريدحز,Mrydhz,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
بطاورس,Btawrs,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
دوارسليم,Dwarslym,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
شارويهم,Sharwyhm,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
اعاطف,Aaatf,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
أبو رك,Abou Rk,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
شكاوى,Shkawa,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
واء,Waa,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
تاحلام,Tahlam,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
ارسول,Arswl,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
الشالى,ElShala,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
فروى,Frwa,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
ثوفى,Thwfa,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
ارضنة,Ardna,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
تغيانى,Tghyana,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
بخينه,Bkhynh,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
الزهاراء,ElZharaa,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
شريرن,Shryrn,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
منتزة,Mntza,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
ممدةح,Mmdah,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
ثمرى,Thmra,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
دويعن,Dwyan,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
الدوام,ElDwam,r,0.0,0.0,0.0,0.0,0.0,100.0,0.0
كريلس,Kryls,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
ساكتي,Sakty,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
الطباغ,ElTbagh,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
وعبدالحليم,Wabdalhlym,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
وعبدالسلام,Wabdalslam,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
مجهاد,Mghad,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
غزان,Ghzan,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
الفوم,ElFwm,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
السيدعمرمحمدجاهين,ElSydamrmhmdgahyn,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
سباعىالاحمدىسباعى,Sbaaaalahmdasbaaa,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
لرجال,Lrgal,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
فلطمه,Fltmh,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
خاود,Khawd,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
عرفةه,Arfah,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
المعا,ElMaa,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
ياسيت,Yasyt,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
عبدالعزيظ,AbdelAlazyz,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
البالسط,ElBalst,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
االراضى,Aalrada,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
ترسليم,Trslym,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
طللعت,Tllat,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
بساى,Bsaa,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
بهمسي,Bhmsy,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
فهميه,Fhmyh,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
نائره,Naerh,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
دايا,Daya,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
حزى,Hza,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
غاليون,Ghalywn,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
النغيم,ElNghym,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
فعوص,Faws,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
بربد,Brbd,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
شسخون,Shskhwn,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
ديات,Dyat,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
مالحي,Malhy,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
حساتي,Hsaty,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
صحفوت,Shfwt,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
غثمان,Ghthman,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
نلفع,Nlfa,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
عبدع,AbdelA,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
عبداللطلطيف,AbdelAlltltyf,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
يرسى,Yrsa,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
اللهخ,ElLhkh,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
ااسلام,Aaslam,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
الملبقب,ElMlbkb,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
بلعى,Blaa,r,0.0,0.0,0.0,0.0,0.0,100.0,0.0
شحاتت,Shhatt,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
عربقى,Arbka,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
علفى,Alfa,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
سندل,Sndl,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
اسلوم,Aslwm,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
كوثرا,Kwthra,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
راهر,Rahr,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
السعو,ElSaw,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
مدمد,Mdmd,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
استراك,Astrak,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
عبدبد الله,AbdelBdallah,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
كيرمه,Kyrmh,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
سيق,Syk,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
محمودعط الله,Mhmwdatallah,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
عبد الدين,Abdeleldin,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
ابنوبى,Abnwba,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
شعباب,Shabab,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
عبدالوخاب,AbdelAlwkhab,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
علرمان,Alrman,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
الكرادى,ElKrada,r,0.0,0.0,0.0,0.0,0.0,100.0,0.0
متوفى,Mtwfa,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
القزار,ElKzar,r,0.0,0.0,0.0,0.0,0.0,0.0,100.0
التيميمى,ElTymyma,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
روبينو,Rwbynw,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
سيجاع,Sygaa,r,0.0,0.0,0.0,0.0,0.0,100.0,0.0
حمزاء,Hmzaa,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
كنال,Knal,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
الترجما,ElTrgma,r,0.0,0.0,0.0,0.0,0.0,0.0,100.0
الحياط,ElHyat,r,0.0,0.0,0.0,0.0,0.0,0.0,100.0
اتاد,Atad,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
سخيلى,Skhyla,r,0.0,0.0,0.0,0.0,0.0,100.0,0.0
محمم,Mhmm,r,0.0,0.0,0.0,0.0,0.0,100.0,0.0
قوظه,Kwzh,r,0.0,0.0,0.0,0.0,0.0,100.0,0.0
التورجي,ElTwrgy,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
محمدعبدا الله,Mhmdabdaallah,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
الضصاوى,ElDsawa,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
التونلى,ElTwnla,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
بصليه,Bslyh,r,0.0,0.0,0.0,0.0,0.0,100.0,0.0
الطبش,ElTbsh,r,0.0,0.0,0.0,0.0,0.0,0.0,100.0
الحريتلى,ElHrytla,r,0.0,0.0,0.0,0.0,0.0,0.0,100.0
جعود,Gawd,r,0.0,0.0,0.0,0.0,0.0,100.0,0.0
وصا,Wsa,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
غربوه,Ghrbwh,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
الغنايمى,ElGhnayma,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
اتلسلام,Atlslam,r,0.0,0.0,0.0,0.0,0.0,100.0,0.0
عابش,Aabsh,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
رجلات,Rglat,r,0.0,0.0,0.0,0.0,0.0,0.0,100.0
الشهني,ElShhny,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
الزعتيرى,ElZatyra,r,0.0,0.0,0.0,0.0,0.0,100.0,0.0
د الدين,Deldin,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
الشبقانى,ElShbkana,r,0.0,0.0,0.0,0.0,0.0,0.0,100.0
رملية,Rmlya,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
ماندرونا,Mandrwna,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
محمدالشعافعي,Mhmdalshaafay,r,0.0,0.0,0.0,0.0,0.0,100.0,0.0
حرزات,Hrzat,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
اليشهى,ElYshha,r,0.0,0.0,0.0,0.0,0.0,100.0,0.0
دييون,Dyywn,r,0.0,0.0,0.0,0.0,0.0,100.0,0.0
للدقهلية,Lldkhlya,r,0.0,0.0,0.0,0.0,0.0,0.0,100.0
امعى,Amaa,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
ملايه,Mlayh,r,0.0,0.0,0.0,0.0,0.0,100.0,0.0
رهيماء,Rhymaa,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
السيذ,ElSyz,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
مطروح,Mtrwh,r,0.0,0.0,0.0,0.0,0.0,0.0,100.0
تقله,Tklh,r,0.0,0.0,0.0,0.0,0.0,100.0,0.0
عبلده,Abldh,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
الاياصيرى,ElAyasyra,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
الصخيل,ElSkhyl,r,0.0,0.0,0.0,0.0,0.0,100.0,0.0
ذراع,Zraa,r,0.0,0.0,0.0,0.0,0.0,100.0,0.0
قرح,Krh,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
الكباس,ElKbas,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
منصوررالشيخ,Mnswrralshykh,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
القطف,ElKtf,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
البطيشي,ElBtyshy,r,0.0,0.0,0.0,0.0,0.0,100.0,0.0
عبدالمطتب,AbdelAlmttb,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
حلاوتى,Hlawta,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
فيبرونيه,Fybrwnyh,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
أبو زيدعبدالسميع,Abou Zydabdalsmya,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
رريان,Rryan,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
يندارى,Yndara,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
حامدو,Hamdw,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
بيحرى,Byhra,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
الحافص,ElHafs,r,0.0,0.0,0.0,0.0,0.0,100.0,0.0
الاعراج,ElAarag,r,0.0,0.0,0.0,0.0,0.0,0.0,100.0
ورش,Wrsh,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
شلمى,Shlma,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
نيفيين,Nyfyyn,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
صرفى,Srfa,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
أبو ية,Abou Ya,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
المطنى,ElMtna,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
ينار,Ynar,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
سريوة,Srywa,r,0.0,0.0,0.0,0.0,0.0,0.0,100.0
كربيد,Krbyd,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
شراحات,Shrahat,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
صمويئل,Smwyel,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
عرموسى,Armwsa,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
ظربف,Zrbf,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
مبخائيل,Mbkhaeyl,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
تقادى,Tkada,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
الملوم,ElMlwm,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
محورص,Mhwrs,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
البصيبر,ElBsybr,r,0.0,0.0,0.0,0.0,0.0,100.0,0.0
عنبد,Anbd,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
غبيث,Ghbyth,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
سببويه,Sbbwyh,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
عثماان,Athmaan,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
اربه,Arbh,r,0.0,0.0,0.0,0.0,0.0,100.0,0.0
خليفىه,Khlyfah,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
فباض,Fbad,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
ميخاء,Mykhaa,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
بيبيرس,Bybyrs,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
فتمر,Ftmr,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
سوسيل,Swsyl,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
عبالرجال,Abalrgal,r,0.0,0.0,0.0,100.0,0.0,0.0,0.0
باهوات,Bahwat,r,0.0,100.0,0.0,0.0,0.0,0.0,0.0
يامانى,Yamana,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
نتولى,Ntwla,r,0.0,0.0,0.0,0.0,100.0,0.0,0.0
يلين,Ylyn,r,0.0,0.0,100.0,0.0,0.0,0.0,0.0
